time, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph
74.5, 0, 0, 0, 0.000300234, 0, 0, 0, 0, 0, 0.000300747, 0, 0, 0, 0, 0, 0.00030077, 0, 0, 0, 0, 0, 0.000300777, 0, 0, 0, 0, 0, 0.000300772, 0, 0, 0, 0, 0, 0.000300777, 0, 0, 0, 0, 0, 0.000300772, 0, 0, 0, 0, 0, 0.000300777, 0, 0, 0, 0, 0, 0.000300771, 0, 0, 0, 0, 0, 0.000300777, 0, 0, 0, 0, 0, 0.000298727, 0, 0, 0.000300778, 0, 0, 0.0119884, 0.119924, 0.00341277, 0.314423, 0.0999359, 0.0011983, 2.87107, 1.02893, 0.291256, 0.104385, 4.81136, 0.00499541, 0.100198, 0.0998017
75, 0, 0, 0, 0.000300876, 0, 0, 0, 0, 0, 0.000301391, 0, 0, 0, 0, 0, 0.000301414, 0, 0, 0, 0, 0, 0.000301421, 0, 0, 0, 0, 0, 0.000301415, 0, 0, 0, 0, 0, 0.000301421, 0, 0, 0, 0, 0, 0.000301415, 0, 0, 0, 0, 0, 0.000301421, 0, 0, 0, 0, 0, 0.000301415, 0, 0, 0, 0, 0, 0.000301421, 0, 0, 0, 0, 0, 0.000299379, 0, 0, 0.000301421, 0, 0, 0.0119884, 0.119923, 0.00341504, 0.314276, 0.0998899, 0.00120081, 2.87105, 1.02895, 0.291396, 0.104438, 4.81123, 0.00500011, 0.100201, 0.0997992
75.5, 0, 0, 0, 0.000301514, 0, 0, 0, 0, 0, 0.000302031, 0, 0, 0, 0, 0, 0.000302054, 0, 0, 0, 0, 0, 0.000302061, 0, 0, 0, 0, 0, 0.000302056, 0, 0, 0, 0, 0, 0.000302061, 0, 0, 0, 0, 0, 0.000302056, 0, 0, 0, 0, 0, 0.000302061, 0, 0, 0, 0, 0, 0.000302055, 0, 0, 0, 0, 0, 0.000302061, 0, 0, 0, 0, 0, 0.000300029, 0, 0, 0.000302062, 0, 0, 0.0119883, 0.119923, 0.00341727, 0.31413, 0.099844, 0.0012033, 2.87103, 1.02897, 0.291535, 0.104491, 4.8111, 0.00500481, 0.100203, 0.0997967
76, 0, 0, 0, 0.00030215, 0, 0, 0, 0, 0, 0.000302668, 0, 0, 0, 0, 0, 0.000302691, 0, 0, 0, 0, 0, 0.000302698, 0, 0, 0, 0, 0, 0.000302693, 0, 0, 0, 0, 0, 0.000302698, 0, 0, 0, 0, 0, 0.000302693, 0, 0, 0, 0, 0, 0.000302698, 0, 0, 0, 0, 0, 0.000302693, 0, 0, 0, 0, 0, 0.000302698, 0, 0, 0, 0, 0, 0.000300676, 0, 0, 0.000302699, 0, 0, 0.0119883, 0.119923, 0.00341947, 0.313985, 0.0997982, 0.00120578, 2.87101, 1.02899, 0.291674, 0.104543, 4.81097, 0.0050095, 0.100206, 0.0997942
76.5, 0, 0, 0, 0.000302782, 0, 0, 0, 0, 0, 0.000303302, 0, 0, 0, 0, 0, 0.000303326, 0, 0, 0, 0, 0, 0.000303333, 0, 0, 0, 0, 0, 0.000303327, 0, 0, 0, 0, 0, 0.000303333, 0, 0, 0, 0, 0, 0.000303327, 0, 0, 0, 0, 0, 0.000303333, 0, 0, 0, 0, 0, 0.000303327, 0, 0, 0, 0, 0, 0.000303333, 0, 0, 0, 0, 0, 0.00030132, 0, 0, 0.000303333, 0, 0, 0.0119883, 0.119923, 0.00342163, 0.313839, 0.0997524, 0.00120825, 2.87099, 1.02901, 0.291813, 0.104596, 4.81084, 0.00501418, 0.100208, 0.0997918
77, 0, 0, 0, 0.000303412, 0, 0, 0, 0, 0, 0.000303933, 0, 0, 0, 0, 0, 0.000303957, 0, 0, 0, 0, 0, 0.000303964, 0, 0, 0, 0, 0, 0.000303958, 0, 0, 0, 0, 0, 0.000303964, 0, 0, 0, 0, 0, 0.000303958, 0, 0, 0, 0, 0, 0.000303964, 0, 0, 0, 0, 0, 0.000303958, 0, 0, 0, 0, 0, 0.000303964, 0, 0, 0, 0, 0, 0.000301961, 0, 0, 0.000303964, 0, 0, 0.0119882, 0.119923, 0.00342375, 0.313694, 0.0997066, 0.0012107, 2.87097, 1.02903, 0.291951, 0.104648, 4.81071, 0.00501887, 0.100211, 0.0997893
77.5, 0, 0, 0, 0.000304038, 0, 0, 0, 0, 0, 0.000304561, 0, 0, 0, 0, 0, 0.000304585, 0, 0, 0, 0, 0, 0.000304592, 0, 0, 0, 0, 0, 0.000304587, 0, 0, 0, 0, 0, 0.000304592, 0, 0, 0, 0, 0, 0.000304587, 0, 0, 0, 0, 0, 0.000304592, 0, 0, 0, 0, 0, 0.000304586, 0, 0, 0, 0, 0, 0.000304592, 0, 0, 0, 0, 0, 0.000302598, 0, 0, 0.000304593, 0, 0, 0.0119882, 0.119922, 0.00342584, 0.313549, 0.099661, 0.00121314, 2.87095, 1.02905, 0.292089, 0.104701, 4.81058, 0.00502355, 0.100213, 0.0997869
78, 0, 0, 0, 0.000304661, 0, 0, 0, 0, 0, 0.000305186, 0, 0, 0, 0, 0, 0.00030521, 0, 0, 0, 0, 0, 0.000305217, 0, 0, 0, 0, 0, 0.000305212, 0, 0, 0, 0, 0, 0.000305217, 0, 0, 0, 0, 0, 0.000305212, 0, 0, 0, 0, 0, 0.000305217, 0, 0, 0, 0, 0, 0.000305211, 0, 0, 0, 0, 0, 0.000305217, 0, 0, 0, 0, 0, 0.000303233, 0, 0, 0.000305218, 0, 0, 0.0119882, 0.119922, 0.0034279, 0.313405, 0.0996154, 0.00121558, 2.87093, 1.02907, 0.292227, 0.104753, 4.81045, 0.00502822, 0.100216, 0.0997844
78.5, 0, 0, 0, 0.000305281, 0, 0, 0, 0, 0, 0.000305808, 0, 0, 0, 0, 0, 0.000305832, 0, 0, 0, 0, 0, 0.000305839, 0, 0, 0, 0, 0, 0.000305834, 0, 0, 0, 0, 0, 0.000305839, 0, 0, 0, 0, 0, 0.000305834, 0, 0, 0, 0, 0, 0.000305839, 0, 0, 0, 0, 0, 0.000305833, 0, 0, 0, 0, 0, 0.000305839, 0, 0, 0, 0, 0, 0.000303864, 0, 0, 0.00030584, 0, 0, 0.0119881, 0.119922, 0.00342992, 0.31326, 0.0995698, 0.00121799, 2.87091, 1.02909, 0.292365, 0.104805, 4.81032, 0.00503289, 0.100218, 0.099782
79, 0, 0, 0, 0.000305898, 0, 0, 0, 0, 0, 0.000306427, 0, 0, 0, 0, 0, 0.000306451, 0, 0, 0, 0, 0, 0.000306458, 0, 0, 0, 0, 0, 0.000306453, 0, 0, 0, 0, 0, 0.000306458, 0, 0, 0, 0, 0, 0.000306453, 0, 0, 0, 0, 0, 0.000306458, 0, 0, 0, 0, 0, 0.000306452, 0, 0, 0, 0, 0, 0.000306458, 0, 0, 0, 0, 0, 0.000304493, 0, 0, 0.000306459, 0, 0, 0.0119881, 0.119922, 0.00343191, 0.313116, 0.0995243, 0.0012204, 2.87089, 1.02911, 0.292502, 0.104857, 4.81019, 0.00503756, 0.10022, 0.0997796
79.5, 0, 0, 0, 0.000306512, 0, 0, 0, 0, 0, 0.000307043, 0, 0, 0, 0, 0, 0.000307067, 0, 0, 0, 0, 0, 0.000307074, 0, 0, 0, 0, 0, 0.000307069, 0, 0, 0, 0, 0, 0.000307074, 0, 0, 0, 0, 0, 0.000307069, 0, 0, 0, 0, 0, 0.000307074, 0, 0, 0, 0, 0, 0.000307068, 0, 0, 0, 0, 0, 0.000307074, 0, 0, 0, 0, 0, 0.000305118, 0, 0, 0.000307074, 0, 0, 0.0119881, 0.119922, 0.00343387, 0.312972, 0.0994789, 0.00122279, 2.87087, 1.02913, 0.29264, 0.104909, 4.81006, 0.00504222, 0.100223, 0.0997772
80, 0, 0, 0, 0.000307123, 0, 0, 0, 0, 0, 0.000307656, 0, 0, 0, 0, 0, 0.00030768, 0, 0, 0, 0, 0, 0.000307687, 0, 0, 0, 0, 0, 0.000307681, 0, 0, 0, 0, 0, 0.000307687, 0, 0, 0, 0, 0, 0.000307681, 0, 0, 0, 0, 0, 0.000307687, 0, 0, 0, 0, 0, 0.000307681, 0, 0, 0, 0, 0, 0.000307687, 0, 0, 0, 0, 0, 0.000305741, 0, 0, 0.000307687, 0, 0, 0.011988, 0.119921, 0.0034358, 0.312829, 0.0994336, 0.00122518, 2.87085, 1.02915, 0.292777, 0.104961, 4.80994, 0.00504688, 0.100225, 0.0997749
80.5, 0, 0, 0, 0.000307731, 0, 0, 0, 0, 0, 0.000308265, 0, 0, 0, 0, 0, 0.000308289, 0, 0, 0, 0, 0, 0.000308296, 0, 0, 0, 0, 0, 0.000308291, 0, 0, 0, 0, 0, 0.000308296, 0, 0, 0, 0, 0, 0.000308291, 0, 0, 0, 0, 0, 0.000308296, 0, 0, 0, 0, 0, 0.000308291, 0, 0, 0, 0, 0, 0.000308296, 0, 0, 0, 0, 0, 0.00030636, 0, 0, 0.000308297, 0, 0, 0.011988, 0.119921, 0.0034377, 0.312685, 0.0993883, 0.00122755, 2.87083, 1.02917, 0.292914, 0.105013, 4.80981, 0.00505153, 0.100228, 0.0997725
81, 0, 0, 0, 0.000308336, 0, 0, 0, 0, 0, 0.000308872, 0, 0, 0, 0, 0, 0.000308896, 0, 0, 0, 0, 0, 0.000308903, 0, 0, 0, 0, 0, 0.000308898, 0, 0, 0, 0, 0, 0.000308903, 0, 0, 0, 0, 0, 0.000308898, 0, 0, 0, 0, 0, 0.000308903, 0, 0, 0, 0, 0, 0.000308897, 0, 0, 0, 0, 0, 0.000308903, 0, 0, 0, 0, 0, 0.000306976, 0, 0, 0.000308904, 0, 0, 0.011988, 0.119921, 0.00343957, 0.312542, 0.0993431, 0.0012299, 2.87081, 1.02919, 0.29305, 0.105065, 4.80968, 0.00505619, 0.10023, 0.0997701
81.5, 0, 0, 0, 0.000308938, 0, 0, 0, 0, 0, 0.000309475, 0, 0, 0, 0, 0, 0.0003095, 0, 0, 0, 0, 0, 0.000309507, 0, 0, 0, 0, 0, 0.000309501, 0, 0, 0, 0, 0, 0.000309507, 0, 0, 0, 0, 0, 0.000309501, 0, 0, 0, 0, 0, 0.000309507, 0, 0, 0, 0, 0, 0.000309501, 0, 0, 0, 0, 0, 0.000309507, 0, 0, 0, 0, 0, 0.00030759, 0, 0, 0.000309507, 0, 0, 0.011988, 0.119921, 0.00344141, 0.312399, 0.0992979, 0.00123225, 2.87079, 1.02921, 0.293186, 0.105116, 4.80955, 0.00506083, 0.100232, 0.0997678
82, 0, 0, 0, 0.000309537, 0, 0, 0, 0, 0, 0.000310076, 0, 0, 0, 0, 0, 0.0003101, 0, 0, 0, 0, 0, 0.000310107, 0, 0, 0, 0, 0, 0.000310102, 0, 0, 0, 0, 0, 0.000310107, 0, 0, 0, 0, 0, 0.000310102, 0, 0, 0, 0, 0, 0.000310107, 0, 0, 0, 0, 0, 0.000310102, 0, 0, 0, 0, 0, 0.000310107, 0, 0, 0, 0, 0, 0.0003082, 0, 0, 0.000310108, 0, 0, 0.0119879, 0.119921, 0.00344322, 0.312257, 0.0992528, 0.00123458, 2.87077, 1.02923, 0.293323, 0.105168, 4.80943, 0.00506548, 0.100235, 0.0997655
82.5, 0, 0, 0, 0.000310132, 0, 0, 0, 0, 0, 0.000310673, 0, 0, 0, 0, 0, 0.000310698, 0, 0, 0, 0, 0, 0.000310704, 0, 0, 0, 0, 0, 0.000310699, 0, 0, 0, 0, 0, 0.000310705, 0, 0, 0, 0, 0, 0.000310699, 0, 0, 0, 0, 0, 0.000310705, 0, 0, 0, 0, 0, 0.000310699, 0, 0, 0, 0, 0, 0.000310705, 0, 0, 0, 0, 0, 0.000308807, 0, 0, 0.000310705, 0, 0, 0.0119879, 0.11992, 0.003445, 0.312115, 0.0992078, 0.00123691, 2.87075, 1.02925, 0.293458, 0.105219, 4.8093, 0.00507011, 0.100237, 0.0997632
83, 0, 0, 0, 0.000310725, 0, 0, 0, 0, 0, 0.000311267, 0, 0, 0, 0, 0, 0.000311292, 0, 0, 0, 0, 0, 0.000311299, 0, 0, 0, 0, 0, 0.000311294, 0, 0, 0, 0, 0, 0.000311299, 0, 0, 0, 0, 0, 0.000311294, 0, 0, 0, 0, 0, 0.000311299, 0, 0, 0, 0, 0, 0.000311293, 0, 0, 0, 0, 0, 0.000311299, 0, 0, 0, 0, 0, 0.000309411, 0, 0, 0.000311299, 0, 0, 0.0119879, 0.11992, 0.00344675, 0.311972, 0.0991628, 0.00123921, 2.87073, 1.02927, 0.293594, 0.105271, 4.80917, 0.00507475, 0.100239, 0.0997609
83.5, 0, 0, 0, 0.000311315, 0, 0, 0, 0, 0, 0.000311858, 0, 0, 0, 0, 0, 0.000311883, 0, 0, 0, 0, 0, 0.00031189, 0, 0, 0, 0, 0, 0.000311885, 0, 0, 0, 0, 0, 0.00031189, 0, 0, 0, 0, 0, 0.000311885, 0, 0, 0, 0, 0, 0.00031189, 0, 0, 0, 0, 0, 0.000311885, 0, 0, 0, 0, 0, 0.00031189, 0, 0, 0, 0, 0, 0.000310012, 0, 0, 0.000311891, 0, 0, 0.0119878, 0.11992, 0.00344848, 0.311831, 0.0991179, 0.00124151, 2.87071, 1.02929, 0.293729, 0.105322, 4.80905, 0.00507938, 0.100241, 0.0997586
84, 0, 0, 0, 0.000311901, 0, 0, 0, 0, 0, 0.000312446, 0, 0, 0, 0, 0, 0.000312471, 0, 0, 0, 0, 0, 0.000312478, 0, 0, 0, 0, 0, 0.000312473, 0, 0, 0, 0, 0, 0.000312478, 0, 0, 0, 0, 0, 0.000312473, 0, 0, 0, 0, 0, 0.000312478, 0, 0, 0, 0, 0, 0.000312473, 0, 0, 0, 0, 0, 0.000312478, 0, 0, 0, 0, 0, 0.000310609, 0, 0, 0.000312479, 0, 0, 0.0119878, 0.11992, 0.00345018, 0.311689, 0.0990731, 0.0012438, 2.87069, 1.02931, 0.293865, 0.105373, 4.80892, 0.005084, 0.100244, 0.0997563
84.5, 0, 0, 0, 0.000312484, 0, 0, 0, 0, 0, 0.000313031, 0, 0, 0, 0, 0, 0.000313057, 0, 0, 0, 0, 0, 0.000313063, 0, 0, 0, 0, 0, 0.000313058, 0, 0, 0, 0, 0, 0.000313063, 0, 0, 0, 0, 0, 0.000313058, 0, 0, 0, 0, 0, 0.000313063, 0, 0, 0, 0, 0, 0.000313058, 0, 0, 0, 0, 0, 0.000313063, 0, 0, 0, 0, 0, 0.000311204, 0, 0, 0.000313064, 0, 0, 0.0119878, 0.11992, 0.00345186, 0.311548, 0.0990284, 0.00124607, 2.87067, 1.02933, 0.293999, 0.105424, 4.8088, 0.00508863, 0.100246, 0.099754
85, 0, 0, 0, 0.000313065, 0, 0, 0, 0, 0, 0.000313613, 0, 0, 0, 0, 0, 0.000313639, 0, 0, 0, 0, 0, 0.000313645, 0, 0, 0, 0, 0, 0.00031364, 0, 0, 0, 0, 0, 0.000313646, 0, 0, 0, 0, 0, 0.00031364, 0, 0, 0, 0, 0, 0.000313646, 0, 0, 0, 0, 0, 0.00031364, 0, 0, 0, 0, 0, 0.000313645, 0, 0, 0, 0, 0, 0.000311796, 0, 0, 0.000313646, 0, 0, 0.0119877, 0.119919, 0.00345351, 0.311407, 0.0989837, 0.00124833, 2.87065, 1.02935, 0.294134, 0.105475, 4.80867, 0.00509324, 0.100248, 0.0997518
85.5, 0, 0, 0, 0.000313642, 0, 0, 0, 0, 0, 0.000314192, 0, 0, 0, 0, 0, 0.000314218, 0, 0, 0, 0, 0, 0.000314224, 0, 0, 0, 0, 0, 0.000314219, 0, 0, 0, 0, 0, 0.000314225, 0, 0, 0, 0, 0, 0.000314219, 0, 0, 0, 0, 0, 0.000314225, 0, 0, 0, 0, 0, 0.000314219, 0, 0, 0, 0, 0, 0.000314224, 0, 0, 0, 0, 0, 0.000312384, 0, 0, 0.000314225, 0, 0, 0.0119877, 0.119919, 0.00345514, 0.311266, 0.0989391, 0.00125058, 2.87063, 1.02937, 0.294269, 0.105526, 4.80855, 0.00509786, 0.10025, 0.0997495
86, 0, 0, 0, 0.000314216, 0, 0, 0, 0, 0, 0.000314768, 0, 0, 0, 0, 0, 0.000314794, 0, 0, 0, 0, 0, 0.0003148, 0, 0, 0, 0, 0, 0.000314795, 0, 0, 0, 0, 0, 0.0003148, 0, 0, 0, 0, 0, 0.000314795, 0, 0, 0, 0, 0, 0.0003148, 0, 0, 0, 0, 0, 0.000314795, 0, 0, 0, 0, 0, 0.0003148, 0, 0, 0, 0, 0, 0.00031297, 0, 0, 0.000314801, 0, 0, 0.0119877, 0.119919, 0.00345674, 0.311125, 0.0988945, 0.00125281, 2.87061, 1.02939, 0.294403, 0.105577, 4.80842, 0.00510247, 0.100253, 0.0997473
86.5, 0, 0, 0, 0.000314787, 0, 0, 0, 0, 0, 0.000315341, 0, 0, 0, 0, 0, 0.000315367, 0, 0, 0, 0, 0, 0.000315373, 0, 0, 0, 0, 0, 0.000315368, 0, 0, 0, 0, 0, 0.000315373, 0, 0, 0, 0, 0, 0.000315368, 0, 0, 0, 0, 0, 0.000315373, 0, 0, 0, 0, 0, 0.000315368, 0, 0, 0, 0, 0, 0.000315373, 0, 0, 0, 0, 0, 0.000313553, 0, 0, 0.000315374, 0, 0, 0.0119876, 0.119919, 0.00345831, 0.310985, 0.09885, 0.00125504, 2.87059, 1.02941, 0.294537, 0.105628, 4.8083, 0.00510707, 0.100255, 0.0997451
87, 0, 0, 0, 0.000315356, 0, 0, 0, 0, 0, 0.000315911, 0, 0, 0, 0, 0, 0.000315936, 0, 0, 0, 0, 0, 0.000315943, 0, 0, 0, 0, 0, 0.000315938, 0, 0, 0, 0, 0, 0.000315943, 0, 0, 0, 0, 0, 0.000315938, 0, 0, 0, 0, 0, 0.000315943, 0, 0, 0, 0, 0, 0.000315938, 0, 0, 0, 0, 0, 0.000315943, 0, 0, 0, 0, 0, 0.000314132, 0, 0, 0.000315944, 0, 0, 0.0119876, 0.119918, 0.00345987, 0.310845, 0.0988056, 0.00125725, 2.87057, 1.02943, 0.29467, 0.105679, 4.80817, 0.00511167, 0.100257, 0.0997429
87.5, 0, 0, 0, 0.000315921, 0, 0, 0, 0, 0, 0.000316477, 0, 0, 0, 0, 0, 0.000316503, 0, 0, 0, 0, 0, 0.00031651, 0, 0, 0, 0, 0, 0.000316505, 0, 0, 0, 0, 0, 0.00031651, 0, 0, 0, 0, 0, 0.000316505, 0, 0, 0, 0, 0, 0.00031651, 0, 0, 0, 0, 0, 0.000316505, 0, 0, 0, 0, 0, 0.00031651, 0, 0, 0, 0, 0, 0.000314708, 0, 0, 0.00031651, 0, 0, 0.0119876, 0.119918, 0.0034614, 0.310705, 0.0987613, 0.00125945, 2.87055, 1.02945, 0.294804, 0.105729, 4.80805, 0.00511627, 0.100259, 0.0997407
88, 0, 0, 0, 0.000316483, 0, 0, 0, 0, 0, 0.000317041, 0, 0, 0, 0, 0, 0.000317067, 0, 0, 0, 0, 0, 0.000317074, 0, 0, 0, 0, 0, 0.000317069, 0, 0, 0, 0, 0, 0.000317074, 0, 0, 0, 0, 0, 0.000317069, 0, 0, 0, 0, 0, 0.000317074, 0, 0, 0, 0, 0, 0.000317068, 0, 0, 0, 0, 0, 0.000317074, 0, 0, 0, 0, 0, 0.000315282, 0, 0, 0.000317074, 0, 0, 0.0119875, 0.119918, 0.00346291, 0.310566, 0.098717, 0.00126164, 2.87053, 1.02947, 0.294937, 0.10578, 4.80792, 0.00512086, 0.100262, 0.0997385
88.5, 0, 0, 0, 0.000317042, 0, 0, 0, 0, 0, 0.000317602, 0, 0, 0, 0, 0, 0.000317628, 0, 0, 0, 0, 0, 0.000317634, 0, 0, 0, 0, 0, 0.000317629, 0, 0, 0, 0, 0, 0.000317634, 0, 0, 0, 0, 0, 0.000317629, 0, 0, 0, 0, 0, 0.000317634, 0, 0, 0, 0, 0, 0.000317629, 0, 0, 0, 0, 0, 0.000317634, 0, 0, 0, 0, 0, 0.000315852, 0, 0, 0.000317635, 0, 0, 0.0119875, 0.119918, 0.0034644, 0.310427, 0.0986728, 0.00126382, 2.87051, 1.02949, 0.29507, 0.10583, 4.8078, 0.00512545, 0.100264, 0.0997363
89, 0, 0, 0, 0.000317598, 0, 0, 0, 0, 0, 0.000318159, 0, 0, 0, 0, 0, 0.000318185, 0, 0, 0, 0, 0, 0.000318192, 0, 0, 0, 0, 0, 0.000318187, 0, 0, 0, 0, 0, 0.000318192, 0, 0, 0, 0, 0, 0.000318187, 0, 0, 0, 0, 0, 0.000318192, 0, 0, 0, 0, 0, 0.000318187, 0, 0, 0, 0, 0, 0.000318192, 0, 0, 0, 0, 0, 0.000316419, 0, 0, 0.000318192, 0, 0, 0.0119875, 0.119918, 0.00346587, 0.310288, 0.0986286, 0.00126598, 2.87049, 1.02951, 0.295203, 0.105881, 4.80768, 0.00513003, 0.100266, 0.0997341
89.5, 0, 0, 0, 0.000318151, 0, 0, 0, 0, 0, 0.000318714, 0, 0, 0, 0, 0, 0.00031874, 0, 0, 0, 0, 0, 0.000318747, 0, 0, 0, 0, 0, 0.000318742, 0, 0, 0, 0, 0, 0.000318747, 0, 0, 0, 0, 0, 0.000318742, 0, 0, 0, 0, 0, 0.000318747, 0, 0, 0, 0, 0, 0.000318742, 0, 0, 0, 0, 0, 0.000318747, 0, 0, 0, 0, 0, 0.000316983, 0, 0, 0.000318747, 0, 0, 0.0119874, 0.119917, 0.00346731, 0.310149, 0.0985846, 0.00126813, 2.87047, 1.02953, 0.295335, 0.105931, 4.80755, 0.00513461, 0.100268, 0.099732
90, 0, 0, 0, 0.000318701, 0, 0, 0, 0, 0, 0.000319265, 0, 0, 0, 0, 0, 0.000319292, 0, 0, 0, 0, 0, 0.000319298, 0, 0, 0, 0, 0, 0.000319294, 0, 0, 0, 0, 0, 0.000319298, 0, 0, 0, 0, 0, 0.000319294, 0, 0, 0, 0, 0, 0.000319298, 0, 0, 0, 0, 0, 0.000319293, 0, 0, 0, 0, 0, 0.000319298, 0, 0, 0, 0, 0, 0.000317544, 0, 0, 0.000319299, 0, 0, 0.0119874, 0.119917, 0.00346874, 0.310011, 0.0985406, 0.00127028, 2.87045, 1.02955, 0.295468, 0.105981, 4.80743, 0.00513918, 0.10027, 0.0997299
90.5, 0, 0, 0, 0.000319248, 0, 0, 0, 0, 0, 0.000319814, 0, 0, 0, 0, 0, 0.00031984, 0, 0, 0, 0, 0, 0.000319847, 0, 0, 0, 0, 0, 0.000319842, 0, 0, 0, 0, 0, 0.000319847, 0, 0, 0, 0, 0, 0.000319842, 0, 0, 0, 0, 0, 0.000319847, 0, 0, 0, 0, 0, 0.000319842, 0, 0, 0, 0, 0, 0.000319847, 0, 0, 0, 0, 0, 0.000318103, 0, 0, 0.000319847, 0, 0, 0.0119874, 0.119917, 0.00347014, 0.309872, 0.0984967, 0.0012724, 2.87043, 1.02957, 0.2956, 0.106031, 4.80731, 0.00514375, 0.100272, 0.0997277
91, 0, 0, 0, 0.000319792, 0, 0, 0, 0, 0, 0.000320359, 0, 0, 0, 0, 0, 0.000320386, 0, 0, 0, 0, 0, 0.000320393, 0, 0, 0, 0, 0, 0.000320388, 0, 0, 0, 0, 0, 0.000320393, 0, 0, 0, 0, 0, 0.000320388, 0, 0, 0, 0, 0, 0.000320393, 0, 0, 0, 0, 0, 0.000320388, 0, 0, 0, 0, 0, 0.000320393, 0, 0, 0, 0, 0, 0.000318658, 0, 0, 0.000320393, 0, 0, 0.0119873, 0.119917, 0.00347153, 0.309735, 0.0984528, 0.00127452, 2.87041, 1.02959, 0.295732, 0.106081, 4.80718, 0.00514832, 0.100274, 0.0997256
91.5, 0, 0, 0, 0.000320333, 0, 0, 0, 0, 0, 0.000320902, 0, 0, 0, 0, 0, 0.000320929, 0, 0, 0, 0, 0, 0.000320935, 0, 0, 0, 0, 0, 0.000320931, 0, 0, 0, 0, 0, 0.000320935, 0, 0, 0, 0, 0, 0.000320931, 0, 0, 0, 0, 0, 0.000320935, 0, 0, 0, 0, 0, 0.00032093, 0, 0, 0, 0, 0, 0.000320935, 0, 0, 0, 0, 0, 0.00031921, 0, 0, 0.000320936, 0, 0, 0.0119873, 0.119916, 0.00347289, 0.309597, 0.098409, 0.00127663, 2.87039, 1.02961, 0.295863, 0.106131, 4.80706, 0.00515288, 0.100276, 0.0997235
92, 0, 0, 0, 0.000320871, 0, 0, 0, 0, 0, 0.000321442, 0, 0, 0, 0, 0, 0.000321468, 0, 0, 0, 0, 0, 0.000321475, 0, 0, 0, 0, 0, 0.00032147, 0, 0, 0, 0, 0, 0.000321475, 0, 0, 0, 0, 0, 0.00032147, 0, 0, 0, 0, 0, 0.000321475, 0, 0, 0, 0, 0, 0.00032147, 0, 0, 0, 0, 0, 0.000321475, 0, 0, 0, 0, 0, 0.000319759, 0, 0, 0.000321475, 0, 0, 0.0119872, 0.119916, 0.00347424, 0.309459, 0.0983653, 0.00127872, 2.87037, 1.02963, 0.295994, 0.106181, 4.80694, 0.00515744, 0.100279, 0.0997214
92.5, 0, 0, 0, 0.000321406, 0, 0, 0, 0, 0, 0.000321978, 0, 0, 0, 0, 0, 0.000322005, 0, 0, 0, 0, 0, 0.000322011, 0, 0, 0, 0, 0, 0.000322007, 0, 0, 0, 0, 0, 0.000322012, 0, 0, 0, 0, 0, 0.000322007, 0, 0, 0, 0, 0, 0.000322012, 0, 0, 0, 0, 0, 0.000322007, 0, 0, 0, 0, 0, 0.000322012, 0, 0, 0, 0, 0, 0.000320305, 0, 0, 0.000322012, 0, 0, 0.0119872, 0.119916, 0.00347557, 0.309322, 0.0983217, 0.0012808, 2.87035, 1.02965, 0.296126, 0.106231, 4.80682, 0.00516199, 0.100281, 0.0997194
93, 0, 0, 0, 0.000321938, 0, 0, 0, 0, 0, 0.000322512, 0, 0, 0, 0, 0, 0.000322539, 0, 0, 0, 0, 0, 0.000322545, 0, 0, 0, 0, 0, 0.000322541, 0, 0, 0, 0, 0, 0.000322545, 0, 0, 0, 0, 0, 0.000322541, 0, 0, 0, 0, 0, 0.000322545, 0, 0, 0, 0, 0, 0.00032254, 0, 0, 0, 0, 0, 0.000322545, 0, 0, 0, 0, 0, 0.000320848, 0, 0, 0.000322546, 0, 0, 0.0119872, 0.119916, 0.00347687, 0.309185, 0.0982781, 0.00128287, 2.87034, 1.02966, 0.296256, 0.10628, 4.8067, 0.00516653, 0.100283, 0.0997173
