time, S001__rbcM, S001__suc, S001__alb, S001__gal, S001__galM, S001__h2oM, D001__rbcM, D001__suc, D001__alb, D001__gal, D001__galM, D001__h2oM, S002__rbcM, S002__suc, S002__alb, S002__gal, S002__galM, S002__h2oM, D002__rbcM, D002__suc, D002__alb, D002__gal, D002__galM, D002__h2oM, S003__rbcM, S003__suc, S003__alb, S003__gal, S003__galM, S003__h2oM, D003__rbcM, D003__suc, D003__alb, D003__gal, D003__galM, D003__h2oM, S004__rbcM, S004__suc, S004__alb, S004__gal, S004__galM, S004__h2oM, D004__rbcM, D004__suc, D004__alb, D004__gal, D004__galM, D004__h2oM, S005__rbcM, S005__suc, S005__alb, S005__gal, S005__galM, S005__h2oM, D005__rbcM, D005__suc, D005__alb, D005__gal, D005__galM, D005__h2oM, PV__rbcM, PV__suc, PV__alb, PV__gal, PV__galM, PV__h2oM, H01__gal, H01__galM, H01__h2oM, H01__glc1p, H01__glc6p, H01__gal1p, H01__udpglc, H01__udpgal, H01__galtol, H01__atp, H01__adp, H01__utp, H01__udp, H01__phos, H01__ppi, H01__nadp, H01__nadph
36.5, 0, 0, 0, 0.000244741, 0, 0, 0, 0, 0, 0.000245099, 0, 0, 0, 0, 0, 0.000245112, 0, 0, 0, 0, 0, 0.00024512, 0, 0, 0, 0, 0, 0.000245113, 0, 0, 0, 0, 0, 0.00024512, 0, 0, 0, 0, 0, 0.000245113, 0, 0, 0, 0, 0, 0.00024512, 0, 0, 0, 0, 0, 0.000245113, 0, 0, 0, 0, 0, 0.00024512, 0, 0, 0, 0, 0, 0.000242767, 0, 0, 0.00024512, 0, 0, 0.0119898, 0.119933, 0.00302259, 0.326288, 0.103566, 0.000980801, 2.87275, 1.02725, 0.280012, 0.100133, 4.82203, 0.00462873, 0.0999809, 0.100019
37, 0, 0, 0, 0.000245499, 0, 0, 0, 0, 0, 0.000245859, 0, 0, 0, 0, 0, 0.000245872, 0, 0, 0, 0, 0, 0.00024588, 0, 0, 0, 0, 0, 0.000245873, 0, 0, 0, 0, 0, 0.00024588, 0, 0, 0, 0, 0, 0.000245873, 0, 0, 0, 0, 0, 0.00024588, 0, 0, 0, 0, 0, 0.000245873, 0, 0, 0, 0, 0, 0.00024588, 0, 0, 0, 0, 0, 0.000243519, 0, 0, 0.000245881, 0, 0, 0.0119898, 0.119933, 0.00303271, 0.326123, 0.103517, 0.000983785, 2.87273, 1.02727, 0.280168, 0.100192, 4.82188, 0.00463366, 0.0999839, 0.100016
37.5, 0, 0, 0, 0.000246259, 0, 0, 0, 0, 0, 0.000246621, 0, 0, 0, 0, 0, 0.000246635, 0, 0, 0, 0, 0, 0.000246642, 0, 0, 0, 0, 0, 0.000246636, 0, 0, 0, 0, 0, 0.000246642, 0, 0, 0, 0, 0, 0.000246636, 0, 0, 0, 0, 0, 0.000246642, 0, 0, 0, 0, 0, 0.000246635, 0, 0, 0, 0, 0, 0.000246642, 0, 0, 0, 0, 0, 0.000244274, 0, 0, 0.000246643, 0, 0, 0.0119898, 0.119933, 0.0030426, 0.325957, 0.103468, 0.000986776, 2.8727, 1.0273, 0.280324, 0.100251, 4.82173, 0.00463859, 0.0999869, 0.100013
38, 0, 0, 0, 0.000247021, 0, 0, 0, 0, 0, 0.000247385, 0, 0, 0, 0, 0, 0.000247399, 0, 0, 0, 0, 0, 0.000247406, 0, 0, 0, 0, 0, 0.0002474, 0, 0, 0, 0, 0, 0.000247407, 0, 0, 0, 0, 0, 0.0002474, 0, 0, 0, 0, 0, 0.000247407, 0, 0, 0, 0, 0, 0.000247399, 0, 0, 0, 0, 0, 0.000247407, 0, 0, 0, 0, 0, 0.000245031, 0, 0, 0.000247407, 0, 0, 0.0119898, 0.119933, 0.00305228, 0.325792, 0.103419, 0.000989774, 2.87268, 1.02732, 0.280479, 0.10031, 4.82158, 0.00464352, 0.0999899, 0.10001
38.5, 0, 0, 0, 0.000247785, 0, 0, 0, 0, 0, 0.000248151, 0, 0, 0, 0, 0, 0.000248164, 0, 0, 0, 0, 0, 0.000248172, 0, 0, 0, 0, 0, 0.000248166, 0, 0, 0, 0, 0, 0.000248172, 0, 0, 0, 0, 0, 0.000248166, 0, 0, 0, 0, 0, 0.000248172, 0, 0, 0, 0, 0, 0.000248165, 0, 0, 0, 0, 0, 0.000248172, 0, 0, 0, 0, 0, 0.00024579, 0, 0, 0.000248173, 0, 0, 0.0119898, 0.119933, 0.00306175, 0.325627, 0.10337, 0.000992778, 2.87266, 1.02734, 0.280635, 0.100368, 4.82143, 0.00464844, 0.0999929, 0.100007
39, 0, 0, 0, 0.00024855, 0, 0, 0, 0, 0, 0.000248918, 0, 0, 0, 0, 0, 0.000248932, 0, 0, 0, 0, 0, 0.000248939, 0, 0, 0, 0, 0, 0.000248933, 0, 0, 0, 0, 0, 0.00024894, 0, 0, 0, 0, 0, 0.000248933, 0, 0, 0, 0, 0, 0.00024894, 0, 0, 0, 0, 0, 0.000248932, 0, 0, 0, 0, 0, 0.00024894, 0, 0, 0, 0, 0, 0.000246551, 0, 0, 0.00024894, 0, 0, 0.0119898, 0.119933, 0.00307101, 0.325462, 0.103321, 0.000995787, 2.87263, 1.02737, 0.28079, 0.100427, 4.82128, 0.00465336, 0.0999959, 0.100004
39.5, 0, 0, 0, 0.000249316, 0, 0, 0, 0, 0, 0.000249687, 0, 0, 0, 0, 0, 0.0002497, 0, 0, 0, 0, 0, 0.000249708, 0, 0, 0, 0, 0, 0.000249701, 0, 0, 0, 0, 0, 0.000249708, 0, 0, 0, 0, 0, 0.000249701, 0, 0, 0, 0, 0, 0.000249708, 0, 0, 0, 0, 0, 0.000249701, 0, 0, 0, 0, 0, 0.000249708, 0, 0, 0, 0, 0, 0.000247314, 0, 0, 0.000249709, 0, 0, 0.0119898, 0.119933, 0.00308007, 0.325297, 0.103273, 0.000998801, 2.87261, 1.02739, 0.280945, 0.100485, 4.82113, 0.00465828, 0.099999, 0.100001
40, 0, 0, 0, 0.000250083, 0, 0, 0, 0, 0, 0.000250456, 0, 0, 0, 0, 0, 0.00025047, 0, 0, 0, 0, 0, 0.000250478, 0, 0, 0, 0, 0, 0.000250471, 0, 0, 0, 0, 0, 0.000250478, 0, 0, 0, 0, 0, 0.000250471, 0, 0, 0, 0, 0, 0.000250478, 0, 0, 0, 0, 0, 0.000250471, 0, 0, 0, 0, 0, 0.000250478, 0, 0, 0, 0, 0, 0.000248079, 0, 0, 0.000250478, 0, 0, 0.0119898, 0.119933, 0.00308894, 0.325133, 0.103224, 0.00100182, 2.87259, 1.02741, 0.2811, 0.100544, 4.82098, 0.00466319, 0.100002, 0.099998
40.5, 0, 0, 0, 0.000250851, 0, 0, 0, 0, 0, 0.000251227, 0, 0, 0, 0, 0, 0.00025124, 0, 0, 0, 0, 0, 0.000251248, 0, 0, 0, 0, 0, 0.000251242, 0, 0, 0, 0, 0, 0.000251248, 0, 0, 0, 0, 0, 0.000251242, 0, 0, 0, 0, 0, 0.000251248, 0, 0, 0, 0, 0, 0.000251241, 0, 0, 0, 0, 0, 0.000251248, 0, 0, 0, 0, 0, 0.000248845, 0, 0, 0.000251249, 0, 0, 0.0119898, 0.119933, 0.00309761, 0.324969, 0.103175, 0.00100484, 2.87256, 1.02744, 0.281254, 0.100602, 4.82083, 0.0046681, 0.100005, 0.099995
41, 0, 0, 0, 0.000251621, 0, 0, 0, 0, 0, 0.000251998, 0, 0, 0, 0, 0, 0.000252012, 0, 0, 0, 0, 0, 0.00025202, 0, 0, 0, 0, 0, 0.000252013, 0, 0, 0, 0, 0, 0.00025202, 0, 0, 0, 0, 0, 0.000252013, 0, 0, 0, 0, 0, 0.00025202, 0, 0, 0, 0, 0, 0.000252013, 0, 0, 0, 0, 0, 0.00025202, 0, 0, 0, 0, 0, 0.000249612, 0, 0, 0.00025202, 0, 0, 0.0119898, 0.119933, 0.0031061, 0.324805, 0.103126, 0.00100787, 2.87254, 1.02746, 0.281408, 0.10066, 4.82068, 0.00467302, 0.100008, 0.099992
41.5, 0, 0, 0, 0.00025239, 0, 0, 0, 0, 0, 0.00025277, 0, 0, 0, 0, 0, 0.000252784, 0, 0, 0, 0, 0, 0.000252792, 0, 0, 0, 0, 0, 0.000252785, 0, 0, 0, 0, 0, 0.000252792, 0, 0, 0, 0, 0, 0.000252785, 0, 0, 0, 0, 0, 0.000252792, 0, 0, 0, 0, 0, 0.000252785, 0, 0, 0, 0, 0, 0.000252792, 0, 0, 0, 0, 0, 0.000250381, 0, 0, 0.000252793, 0, 0, 0.0119898, 0.119933, 0.0031144, 0.324642, 0.103077, 0.00101089, 2.87251, 1.02749, 0.281562, 0.100719, 4.82053, 0.00467792, 0.100011, 0.099989
42, 0, 0, 0, 0.000253161, 0, 0, 0, 0, 0, 0.000253543, 0, 0, 0, 0, 0, 0.000253557, 0, 0, 0, 0, 0, 0.000253565, 0, 0, 0, 0, 0, 0.000253558, 0, 0, 0, 0, 0, 0.000253565, 0, 0, 0, 0, 0, 0.000253558, 0, 0, 0, 0, 0, 0.000253565, 0, 0, 0, 0, 0, 0.000253558, 0, 0, 0, 0, 0, 0.000253565, 0, 0, 0, 0, 0, 0.000251151, 0, 0, 0.000253565, 0, 0, 0.0119897, 0.119933, 0.00312253, 0.324478, 0.103029, 0.00101392, 2.87249, 1.02751, 0.281716, 0.100777, 4.82038, 0.00468283, 0.100014, 0.0999859
42.5, 0, 0, 0, 0.000253932, 0, 0, 0, 0, 0, 0.000254316, 0, 0, 0, 0, 0, 0.00025433, 0, 0, 0, 0, 0, 0.000254338, 0, 0, 0, 0, 0, 0.000254331, 0, 0, 0, 0, 0, 0.000254338, 0, 0, 0, 0, 0, 0.000254331, 0, 0, 0, 0, 0, 0.000254338, 0, 0, 0, 0, 0, 0.000254331, 0, 0, 0, 0, 0, 0.000254338, 0, 0, 0, 0, 0, 0.000251921, 0, 0, 0.000254338, 0, 0, 0.0119897, 0.119933, 0.00313048, 0.324315, 0.10298, 0.00101695, 2.87247, 1.02753, 0.28187, 0.100835, 4.82023, 0.00468773, 0.100017, 0.0999829
43, 0, 0, 0, 0.000254703, 0, 0, 0, 0, 0, 0.000255089, 0, 0, 0, 0, 0, 0.000255103, 0, 0, 0, 0, 0, 0.000255111, 0, 0, 0, 0, 0, 0.000255104, 0, 0, 0, 0, 0, 0.000255111, 0, 0, 0, 0, 0, 0.000255104, 0, 0, 0, 0, 0, 0.000255111, 0, 0, 0, 0, 0, 0.000255104, 0, 0, 0, 0, 0, 0.000255111, 0, 0, 0, 0, 0, 0.000252693, 0, 0, 0.000255112, 0, 0, 0.0119897, 0.119932, 0.00313827, 0.324152, 0.102931, 0.00101998, 2.87245, 1.02755, 0.282023, 0.100893, 4.82009, 0.00469263, 0.10002, 0.0999799
43.5, 0, 0, 0, 0.000255474, 0, 0, 0, 0, 0, 0.000255862, 0, 0, 0, 0, 0, 0.000255877, 0, 0, 0, 0, 0, 0.000255885, 0, 0, 0, 0, 0, 0.000255878, 0, 0, 0, 0, 0, 0.000255885, 0, 0, 0, 0, 0, 0.000255878, 0, 0, 0, 0, 0, 0.000255885, 0, 0, 0, 0, 0, 0.000255878, 0, 0, 0, 0, 0, 0.000255885, 0, 0, 0, 0, 0, 0.000253465, 0, 0, 0.000255885, 0, 0, 0.0119897, 0.119932, 0.00314589, 0.32399, 0.102883, 0.00102301, 2.87242, 1.02758, 0.282177, 0.100951, 4.81994, 0.00469753, 0.100023, 0.0999768
44, 0, 0, 0, 0.000256245, 0, 0, 0, 0, 0, 0.000256636, 0, 0, 0, 0, 0, 0.00025665, 0, 0, 0, 0, 0, 0.000256658, 0, 0, 0, 0, 0, 0.000256652, 0, 0, 0, 0, 0, 0.000256658, 0, 0, 0, 0, 0, 0.000256652, 0, 0, 0, 0, 0, 0.000256658, 0, 0, 0, 0, 0, 0.000256651, 0, 0, 0, 0, 0, 0.000256658, 0, 0, 0, 0, 0, 0.000254237, 0, 0, 0.000256659, 0, 0, 0.0119897, 0.119932, 0.00315335, 0.323828, 0.102834, 0.00102604, 2.8724, 1.0276, 0.28233, 0.101009, 4.81979, 0.00470243, 0.100026, 0.0999738
44.5, 0, 0, 0, 0.000257017, 0, 0, 0, 0, 0, 0.000257409, 0, 0, 0, 0, 0, 0.000257424, 0, 0, 0, 0, 0, 0.000257432, 0, 0, 0, 0, 0, 0.000257425, 0, 0, 0, 0, 0, 0.000257432, 0, 0, 0, 0, 0, 0.000257425, 0, 0, 0, 0, 0, 0.000257432, 0, 0, 0, 0, 0, 0.000257425, 0, 0, 0, 0, 0, 0.000257432, 0, 0, 0, 0, 0, 0.00025501, 0, 0, 0.000257432, 0, 0, 0.0119897, 0.119932, 0.00316065, 0.323666, 0.102785, 0.00102907, 2.87238, 1.02762, 0.282483, 0.101066, 4.81964, 0.00470732, 0.100029, 0.0999708
45, 0, 0, 0, 0.000257787, 0, 0, 0, 0, 0, 0.000258182, 0, 0, 0, 0, 0, 0.000258197, 0, 0, 0, 0, 0, 0.000258205, 0, 0, 0, 0, 0, 0.000258198, 0, 0, 0, 0, 0, 0.000258205, 0, 0, 0, 0, 0, 0.000258198, 0, 0, 0, 0, 0, 0.000258205, 0, 0, 0, 0, 0, 0.000258198, 0, 0, 0, 0, 0, 0.000258205, 0, 0, 0, 0, 0, 0.000255782, 0, 0, 0.000258206, 0, 0, 0.0119897, 0.119932, 0.0031678, 0.323504, 0.102737, 0.0010321, 2.87235, 1.02765, 0.282635, 0.101124, 4.8195, 0.00471221, 0.100032, 0.0999678
45.5, 0, 0, 0, 0.000258558, 0, 0, 0, 0, 0, 0.000258955, 0, 0, 0, 0, 0, 0.00025897, 0, 0, 0, 0, 0, 0.000258978, 0, 0, 0, 0, 0, 0.000258971, 0, 0, 0, 0, 0, 0.000258978, 0, 0, 0, 0, 0, 0.000258971, 0, 0, 0, 0, 0, 0.000258978, 0, 0, 0, 0, 0, 0.000258971, 0, 0, 0, 0, 0, 0.000258978, 0, 0, 0, 0, 0, 0.000256555, 0, 0, 0.000258979, 0, 0, 0.0119897, 0.119932, 0.00317479, 0.323342, 0.102688, 0.00103513, 2.87233, 1.02767, 0.282788, 0.101182, 4.81935, 0.0047171, 0.100035, 0.0999647
46, 0, 0, 0, 0.000259328, 0, 0, 0, 0, 0, 0.000259727, 0, 0, 0, 0, 0, 0.000259742, 0, 0, 0, 0, 0, 0.00025975, 0, 0, 0, 0, 0, 0.000259744, 0, 0, 0, 0, 0, 0.000259751, 0, 0, 0, 0, 0, 0.000259744, 0, 0, 0, 0, 0, 0.000259751, 0, 0, 0, 0, 0, 0.000259743, 0, 0, 0, 0, 0, 0.000259751, 0, 0, 0, 0, 0, 0.000257328, 0, 0, 0.000259751, 0, 0, 0.0119897, 0.119932, 0.00318164, 0.323181, 0.10264, 0.00103815, 2.87231, 1.02769, 0.28294, 0.101239, 4.81921, 0.00472199, 0.100038, 0.0999617
46.5, 0, 0, 0, 0.000260098, 0, 0, 0, 0, 0, 0.000260499, 0, 0, 0, 0, 0, 0.000260514, 0, 0, 0, 0, 0, 0.000260522, 0, 0, 0, 0, 0, 0.000260516, 0, 0, 0, 0, 0, 0.000260522, 0, 0, 0, 0, 0, 0.000260516, 0, 0, 0, 0, 0, 0.000260522, 0, 0, 0, 0, 0, 0.000260515, 0, 0, 0, 0, 0, 0.000260522, 0, 0, 0, 0, 0, 0.000258101, 0, 0, 0.000260523, 0, 0, 0.0119897, 0.119932, 0.00318835, 0.32302, 0.102591, 0.00104118, 2.87228, 1.02772, 0.283092, 0.101297, 4.81906, 0.00472687, 0.100041, 0.0999587
47, 0, 0, 0, 0.000260867, 0, 0, 0, 0, 0, 0.00026127, 0, 0, 0, 0, 0, 0.000261286, 0, 0, 0, 0, 0, 0.000261294, 0, 0, 0, 0, 0, 0.000261287, 0, 0, 0, 0, 0, 0.000261294, 0, 0, 0, 0, 0, 0.000261287, 0, 0, 0, 0, 0, 0.000261294, 0, 0, 0, 0, 0, 0.000261287, 0, 0, 0, 0, 0, 0.000261294, 0, 0, 0, 0, 0, 0.000258873, 0, 0, 0.000261294, 0, 0, 0.0119896, 0.119932, 0.00319492, 0.32286, 0.102543, 0.0010442, 2.87226, 1.02774, 0.283244, 0.101354, 4.81892, 0.00473175, 0.100044, 0.0999557
47.5, 0, 0, 0, 0.000261635, 0, 0, 0, 0, 0, 0.000262041, 0, 0, 0, 0, 0, 0.000262056, 0, 0, 0, 0, 0, 0.000262064, 0, 0, 0, 0, 0, 0.000262058, 0, 0, 0, 0, 0, 0.000262064, 0, 0, 0, 0, 0, 0.000262058, 0, 0, 0, 0, 0, 0.000262064, 0, 0, 0, 0, 0, 0.000262057, 0, 0, 0, 0, 0, 0.000262064, 0, 0, 0, 0, 0, 0.000259645, 0, 0, 0.000262065, 0, 0, 0.0119896, 0.119932, 0.00320135, 0.322699, 0.102494, 0.00104721, 2.87224, 1.02776, 0.283395, 0.101411, 4.81877, 0.00473663, 0.100047, 0.0999526
48, 0, 0, 0, 0.000262403, 0, 0, 0, 0, 0, 0.00026281, 0, 0, 0, 0, 0, 0.000262826, 0, 0, 0, 0, 0, 0.000262834, 0, 0, 0, 0, 0, 0.000262827, 0, 0, 0, 0, 0, 0.000262834, 0, 0, 0, 0, 0, 0.000262827, 0, 0, 0, 0, 0, 0.000262834, 0, 0, 0, 0, 0, 0.000262827, 0, 0, 0, 0, 0, 0.000262834, 0, 0, 0, 0, 0, 0.000260417, 0, 0, 0.000262835, 0, 0, 0.0119896, 0.119932, 0.00320765, 0.322539, 0.102446, 0.00105023, 2.87222, 1.02778, 0.283547, 0.101469, 4.81863, 0.0047415, 0.10005, 0.0999496
48.5, 0, 0, 0, 0.000263169, 0, 0, 0, 0, 0, 0.000263579, 0, 0, 0, 0, 0, 0.000263595, 0, 0, 0, 0, 0, 0.000263603, 0, 0, 0, 0, 0, 0.000263596, 0, 0, 0, 0, 0, 0.000263603, 0, 0, 0, 0, 0, 0.000263596, 0, 0, 0, 0, 0, 0.000263603, 0, 0, 0, 0, 0, 0.000263596, 0, 0, 0, 0, 0, 0.000263603, 0, 0, 0, 0, 0, 0.000261188, 0, 0, 0.000263603, 0, 0, 0.0119896, 0.119932, 0.00321382, 0.322379, 0.102397, 0.00105323, 2.87219, 1.02781, 0.283698, 0.101526, 4.81848, 0.00474637, 0.100053, 0.0999466
49, 0, 0, 0, 0.000263935, 0, 0, 0, 0, 0, 0.000264347, 0, 0, 0, 0, 0, 0.000264363, 0, 0, 0, 0, 0, 0.000264371, 0, 0, 0, 0, 0, 0.000264364, 0, 0, 0, 0, 0, 0.000264371, 0, 0, 0, 0, 0, 0.000264364, 0, 0, 0, 0, 0, 0.000264371, 0, 0, 0, 0, 0, 0.000264363, 0, 0, 0, 0, 0, 0.000264371, 0, 0, 0, 0, 0, 0.000261958, 0, 0, 0.000264371, 0, 0, 0.0119896, 0.119932, 0.00321987, 0.322219, 0.102349, 0.00105624, 2.87217, 1.02783, 0.283849, 0.101583, 4.81834, 0.00475124, 0.100056, 0.0999436
49.5, 0, 0, 0, 0.000264699, 0, 0, 0, 0, 0, 0.000265113, 0, 0, 0, 0, 0, 0.000265129, 0, 0, 0, 0, 0, 0.000265137, 0, 0, 0, 0, 0, 0.000265131, 0, 0, 0, 0, 0, 0.000265137, 0, 0, 0, 0, 0, 0.000265131, 0, 0, 0, 0, 0, 0.000265137, 0, 0, 0, 0, 0, 0.00026513, 0, 0, 0, 0, 0, 0.000265137, 0, 0, 0, 0, 0, 0.000262727, 0, 0, 0.000265138, 0, 0, 0.0119896, 0.119931, 0.00322578, 0.32206, 0.102301, 0.00105924, 2.87215, 1.02785, 0.283999, 0.10164, 4.81819, 0.00475611, 0.100059, 0.0999406
50, 0, 0, 0, 0.000265462, 0, 0, 0, 0, 0, 0.000265879, 0, 0, 0, 0, 0, 0.000265895, 0, 0, 0, 0, 0, 0.000265903, 0, 0, 0, 0, 0, 0.000265896, 0, 0, 0, 0, 0, 0.000265903, 0, 0, 0, 0, 0, 0.000265896, 0, 0, 0, 0, 0, 0.000265903, 0, 0, 0, 0, 0, 0.000265896, 0, 0, 0, 0, 0, 0.000265903, 0, 0, 0, 0, 0, 0.000263496, 0, 0, 0.000265903, 0, 0, 0.0119896, 0.119931, 0.00323158, 0.321901, 0.102252, 0.00106223, 2.87213, 1.02787, 0.28415, 0.101697, 4.81805, 0.00476097, 0.100062, 0.0999376
50.5, 0, 0, 0, 0.000266224, 0, 0, 0, 0, 0, 0.000266643, 0, 0, 0, 0, 0, 0.000266659, 0, 0, 0, 0, 0, 0.000266667, 0, 0, 0, 0, 0, 0.00026666, 0, 0, 0, 0, 0, 0.000266667, 0, 0, 0, 0, 0, 0.00026666, 0, 0, 0, 0, 0, 0.000266667, 0, 0, 0, 0, 0, 0.00026666, 0, 0, 0, 0, 0, 0.000266667, 0, 0, 0, 0, 0, 0.000264263, 0, 0, 0.000266667, 0, 0, 0.0119895, 0.119931, 0.00323726, 0.321742, 0.102204, 0.00106522, 2.8721, 1.0279, 0.2843, 0.101753, 4.81791, 0.00476583, 0.100065, 0.0999346
51, 0, 0, 0, 0.000266985, 0, 0, 0, 0, 0, 0.000267405, 0, 0, 0, 0, 0, 0.000267422, 0, 0, 0, 0, 0, 0.00026743, 0, 0, 0, 0, 0, 0.000267423, 0, 0, 0, 0, 0, 0.00026743, 0, 0, 0, 0, 0, 0.000267423, 0, 0, 0, 0, 0, 0.00026743, 0, 0, 0, 0, 0, 0.000267423, 0, 0, 0, 0, 0, 0.00026743, 0, 0, 0, 0, 0, 0.00026503, 0, 0, 0.00026743, 0, 0, 0.0119895, 0.119931, 0.00324283, 0.321583, 0.102156, 0.00106821, 2.87208, 1.02792, 0.28445, 0.10181, 4.81776, 0.00477069, 0.100068, 0.0999317
51.5, 0, 0, 0, 0.000267744, 0, 0, 0, 0, 0, 0.000268167, 0, 0, 0, 0, 0, 0.000268183, 0, 0, 0, 0, 0, 0.000268191, 0, 0, 0, 0, 0, 0.000268184, 0, 0, 0, 0, 0, 0.000268191, 0, 0, 0, 0, 0, 0.000268184, 0, 0, 0, 0, 0, 0.000268191, 0, 0, 0, 0, 0, 0.000268184, 0, 0, 0, 0, 0, 0.000268191, 0, 0, 0, 0, 0, 0.000265795, 0, 0, 0.000268192, 0, 0, 0.0119895, 0.119931, 0.00324828, 0.321425, 0.102108, 0.00107118, 2.87206, 1.02794, 0.2846, 0.101867, 4.81762, 0.00477554, 0.100071, 0.0999287
52, 0, 0, 0, 0.000268502, 0, 0, 0, 0, 0, 0.000268926, 0, 0, 0, 0, 0, 0.000268943, 0, 0, 0, 0, 0, 0.000268951, 0, 0, 0, 0, 0, 0.000268944, 0, 0, 0, 0, 0, 0.000268951, 0, 0, 0, 0, 0, 0.000268944, 0, 0, 0, 0, 0, 0.000268951, 0, 0, 0, 0, 0, 0.000268944, 0, 0, 0, 0, 0, 0.000268951, 0, 0, 0, 0, 0, 0.000266559, 0, 0, 0.000268952, 0, 0, 0.0119895, 0.119931, 0.00325362, 0.321267, 0.10206, 0.00107416, 2.87204, 1.02796, 0.28475, 0.101923, 4.81748, 0.00478039, 0.100074, 0.0999257
52.5, 0, 0, 0, 0.000269258, 0, 0, 0, 0, 0, 0.000269684, 0, 0, 0, 0, 0, 0.000269701, 0, 0, 0, 0, 0, 0.000269709, 0, 0, 0, 0, 0, 0.000269703, 0, 0, 0, 0, 0, 0.000269709, 0, 0, 0, 0, 0, 0.000269703, 0, 0, 0, 0, 0, 0.000269709, 0, 0, 0, 0, 0, 0.000269702, 0, 0, 0, 0, 0, 0.000269709, 0, 0, 0, 0, 0, 0.000267321, 0, 0, 0.00026971, 0, 0, 0.0119895, 0.119931, 0.00325886, 0.321109, 0.102011, 0.00107712, 2.87201, 1.02799, 0.284899, 0.10198, 4.81734, 0.00478524, 0.100077, 0.0999228
53, 0, 0, 0, 0.000270012, 0, 0, 0, 0, 0, 0.000270441, 0, 0, 0, 0, 0, 0.000270458, 0, 0, 0, 0, 0, 0.000270466, 0, 0, 0, 0, 0, 0.000270459, 0, 0, 0, 0, 0, 0.000270466, 0, 0, 0, 0, 0, 0.000270459, 0, 0, 0, 0, 0, 0.000270466, 0, 0, 0, 0, 0, 0.000270459, 0, 0, 0, 0, 0, 0.000270466, 0, 0, 0, 0, 0, 0.000268082, 0, 0, 0.000270466, 0, 0, 0.0119894, 0.119931, 0.00326399, 0.320952, 0.101963, 0.00108008, 2.87199, 1.02801, 0.285049, 0.102036, 4.8172, 0.00479009, 0.10008, 0.0999198
53.5, 0, 0, 0, 0.000270765, 0, 0, 0, 0, 0, 0.000271196, 0, 0, 0, 0, 0, 0.000271213, 0, 0, 0, 0, 0, 0.000271221, 0, 0, 0, 0, 0, 0.000271214, 0, 0, 0, 0, 0, 0.000271221, 0, 0, 0, 0, 0, 0.000271214, 0, 0, 0, 0, 0, 0.000271221, 0, 0, 0, 0, 0, 0.000271214, 0, 0, 0, 0, 0, 0.000271221, 0, 0, 0, 0, 0, 0.000268842, 0, 0, 0.000271221, 0, 0, 0.0119894, 0.119931, 0.00326902, 0.320794, 0.101915, 0.00108303, 2.87197, 1.02803, 0.285198, 0.102093, 4.81706, 0.00479493, 0.100083, 0.0999168
54, 0, 0, 0, 0.000271516, 0, 0, 0, 0, 0, 0.000271949, 0, 0, 0, 0, 0, 0.000271966, 0, 0, 0, 0, 0, 0.000271974, 0, 0, 0, 0, 0, 0.000271967, 0, 0, 0, 0, 0, 0.000271974, 0, 0, 0, 0, 0, 0.000271967, 0, 0, 0, 0, 0, 0.000271974, 0, 0, 0, 0, 0, 0.000271967, 0, 0, 0, 0, 0, 0.000271974, 0, 0, 0, 0, 0, 0.0002696, 0, 0, 0.000271975, 0, 0, 0.0119894, 0.11993, 0.00327395, 0.320637, 0.101867, 0.00108597, 2.87195, 1.02805, 0.285346, 0.102149, 4.81691, 0.00479977, 0.100086, 0.0999139
54.5, 0, 0, 0, 0.000272265, 0, 0, 0, 0, 0, 0.0002727, 0, 0, 0, 0, 0, 0.000272717, 0, 0, 0, 0, 0, 0.000272725, 0, 0, 0, 0, 0, 0.000272719, 0, 0, 0, 0, 0, 0.000272725, 0, 0, 0, 0, 0, 0.000272719, 0, 0, 0, 0, 0, 0.000272725, 0, 0, 0, 0, 0, 0.000272718, 0, 0, 0, 0, 0, 0.000272725, 0, 0, 0, 0, 0, 0.000270357, 0, 0, 0.000272726, 0, 0, 0.0119894, 0.11993, 0.00327878, 0.320481, 0.101819, 0.00108891, 2.87192, 1.02808, 0.285495, 0.102205, 4.81677, 0.00480461, 0.100089, 0.099911
55, 0, 0, 0, 0.000273012, 0, 0, 0, 0, 0, 0.000273449, 0, 0, 0, 0, 0, 0.000273467, 0, 0, 0, 0, 0, 0.000273475, 0, 0, 0, 0, 0, 0.000273468, 0, 0, 0, 0, 0, 0.000273475, 0, 0, 0, 0, 0, 0.000273468, 0, 0, 0, 0, 0, 0.000273475, 0, 0, 0, 0, 0, 0.000273468, 0, 0, 0, 0, 0, 0.000273475, 0, 0, 0, 0, 0, 0.000271112, 0, 0, 0.000273475, 0, 0, 0.0119894, 0.11993, 0.00328351, 0.320324, 0.101771, 0.00109184, 2.8719, 1.0281, 0.285643, 0.102261, 4.81663, 0.00480944, 0.100092, 0.099908
